Average wind speed (m/s);Average power (kW);Input turbulence intensity (%);Input alpha
5.47934;688.098;5.99;-0.41
12.506;4580.88;19.97;0.3
11.0934;4054.19;33.39;0.19
9.51149;3710.31;17.39;-0.47
10.5724;4271.99;7.1;-0.15
3.90526;337.667;41.35;-0.34
18.599;4948.3;33.48;-0.43
9.24119;2777.66;8.21;0
14.2884;4750;43.97;0.35
18.1699;4985.63;5.36;-0.44
20.2687;4973.93;28.62;-0.26
13.8534;4809.78;33.97;0.09
12.5996;4350.2;42.15;0.16
17.4137;4973.83;31.72;-0.35
21.3541;4975.68;26.09;0.05
25.0101;4871.63;39.04;0.38
23.3359;4973.43;29.13;0.16
16.4077;4874.95;42.4;0.37
10.8987;4340.39;5.55;0.23
17.4526;4982.86;21.62;-0.24
10.4102;3845.87;11.92;0.13
23.2912;4983.92;19.53;0.21
25.3556;4968.39;26.67;-0.4
19.9775;4975;26.44;0.37
19.2879;4932.51;37.71;-0.18
13.8749;4975.78;18.86;-0.16
22.7964;4966.81;28.69;-0.08
3.70578;196.857;8.31;-0.44
8.19027;2000.36;14.57;-0.02
21.0469;4986;15.66;-0.45
7.77231;1681.41;19.98;0.19
17.4263;4898.94;34.29;0.11
14.2886;4803.99;26.52;0.47
15.1504;4984.95;24.6;-0.32
17.903;4985.82;9.46;0.34
11.0855;4817.33;14.84;-0.4
20.0479;4985.67;22.35;0.28
15.0154;4971.96;21.58;-0.2
3.69047;174.106;33.26;0.31
24.0192;4876.29;38.86;0.18
20.0192;4899.69;40.02;-0.34
21.4442;4933.54;36.51;0.06
18.8044;4984.82;19.55;0.08
24.3925;4869.67;39.89;0.31
14.7648;4639.58;41.13;0.14
7.27413;1763.9;29.44;-0.46
21.7726;4767.27;37.65;-0.15
13.9019;4944.33;23.58;0.31
17.9996;4986.1;5.6;-0.02
8.11941;2009.87;21.67;-0.01
8.82085;2461;17.79;0.25
22.424;4945.14;33.57;-0.31
11.1977;4294.9;20.38;0.08
14.3498;4963.28;20.54;-0.28
13.5608;4926.57;37.44;-0.39
19.2904;4947.26;27.06;0.18
9.70557;3909.11;5.01;-0.48
8.85927;2840.92;14.9;-0.33
16.6426;4977.84;22.1;-0.45
12.9664;4752.22;25.6;0.14
23.3339;4912.68;31.93;0.09
14.8774;4757.9;40.92;0
23.7089;4986.15;12.29;-0.07
19.4497;4985.7;12.38;0.44
19.4277;4985.62;16.87;0.16
8.86509;2616.42;10.3;-0.17
3.61245;167.895;25;-0.14
8.90391;2898.6;22.22;-0.22
9.3295;3095.68;31.81;0.27
19.6345;4944.65;34.63;-0.45
20.1656;4830.08;44.72;-0.17
4.25492;362.099;37.02;-0.23
3.04561;86.3291;10.92;-0.4
15.6915;4936.11;36.81;-0.44
10.3997;3965.99;18.21;-0.06
18.6481;4980.59;24.4;0.05
6.89765;1319.31;32.85;0.18
13.6941;4932.72;23.88;-0.15
4.19895;268.776;10.94;-0.25
24.8994;4909.95;37.79;-0.3
18.247;4985.79;8.42;0.27
20.4253;4959.74;32.49;-0.07
23.6813;4857.94;40.75;-0.28
11.1019;4415.66;13.06;0.22
9.13501;2601.72;8.22;0.32
15.4567;4916.73;32.24;0.31
24.9141;4971.82;22.62;-0.24
11.7886;4954.26;8.65;0
4.58263;313.442;6.4;0.04
20.8973;4982.66;20.16;0.47
9.81654;3631.81;41.39;-0.39
24.6599;4970.1;30.82;0.48
25.4977;4816.44;36.29;-0.26
10.4354;3868.54;8.46;0.21
4.62485;319.262;7.12;0.21
7.35891;1561.58;32.34;-0.06
8.90202;2500.35;13.8;-0.02
19.8243;4982.17;25.91;-0.47
10.1915;4261.5;24.05;-0.46
18.4473;4893.47;43.29;-0.05
7.44326;1706.68;28.71;-0.03
20.1014;4978.18;21.96;-0.03
16.0064;4984.83;21.05;0.25
10.3282;3840.89;36.7;-0.13
12.7051;4385.5;43.1;-0.48
18.0927;4985.34;13.74;0.36
14.4145;4984.21;8.18;0.33
8.6849;2369.4;19.59;0.35
10.7593;4236.12;11.12;0.15
5.18172;512.138;19.7;0.36
17.3835;4982.75;15.05;0.18
20.5725;4986.05;16.94;-0.04
10.6483;3826.49;34.81;0.4
19.0838;4970.16;23.56;0.1
5.56732;739.916;5.88;-0.46
23.5393;4904.84;35.21;-0.36
5.80807;903.011;25.68;-0.43
10.4023;3854.2;8.05;0.48
24.2576;4985.89;14.57;0.25
17.4593;4986.58;12.11;-0.17
14.3475;4786.64;33.33;-0.46
8.61492;2274.3;5.53;-0.08
23.4777;4986.75;8.01;0.4
24.3608;4987.22;8.91;0.47
21.8214;4987.17;10.27;0.08
19.0265;4924.48;37.42;-0.03
5.75061;715.324;9.44;-0.21
20.4259;4933.01;32.93;-0.49
5.62759;893.189;30.11;-0.48
16.7097;4957.77;19.88;0.18
13.7176;4901.27;18.5;0.38
5.34576;525.438;8.97;0.34
21.4989;4986.9;5.37;0
12.43;4286.19;35.66;0.04
10.1851;3841.37;32.6;0.01
9.68591;3703.65;13.28;-0.38
5.22276;505.413;18.54;0.23
9.79978;3615.52;29.11;-0.28
10.664;4762.24;5.92;-0.42
17.2927;4984.08;18.12;0.36
5.45055;734.364;33.71;0.13
14.8873;4875.49;26.5;0.5
10.6545;4200.01;28.15;-0.35
23.8517;4973.44;22.4;-0.18
24.5113;4986.26;17.53;0.03
6.02195;942.457;42.61;0.48
14.0302;4882.62;38.96;-0.37
23.6389;4934.45;35.06;-0.1
18.9658;4964.65;24.63;0.44
11.1529;4570.27;17.8;0.01
19.5784;4986.47;13.36;-0.43
19.5405;4938.99;42.52;-0.49
4.07918;299.908;35.46;-0.36
13.6252;4887.99;22.77;-0.18
23.5284;4986.85;11.87;0.47
13.271;4947.48;16.07;0.31
23.9293;4987.15;7.71;0.4
15.2964;4810.13;35.15;0.44
3.78199;171.753;17.93;0.07
13.9922;4801.74;34.1;0.06
7.079;1269.3;18.1;0.38
23.774;4768.48;43.02;0.25
8.04419;1994.68;22.29;-0.13
21.8169;4981.61;17.47;-0.03
23.8998;4934.62;41.61;-0.41
12.0489;4538.5;34.53;0.31
17.7113;4985.09;9.36;0.4
3.8571;194.49;6.98;-0.27
8.46557;2129.56;14.99;0.24
16.04;4984.9;10.68;0.31
15.1161;4885.68;27.34;0.3
16.6837;4967.92;26.58;0.04
17.3096;4981.13;21.47;0.48
8.97338;2611.2;7.92;-0.12
18.7436;4964.3;35.09;-0.36
17.1318;4931.34;30.4;0.37
20.6236;4808.15;44.21;0.5
4.37898;395.94;39.65;0.34
5.01802;453.817;17.46;0.4
4.4179;353.59;28.92;0.18
4.50431;357.283;26.41;0.18
17.1896;4655.68;44.99;0.46
6.55993;1067.97;24.23;0.43
16.3933;4891.14;29.93;0.23
19.8839;4986.61;5.6;-0.28
13.2042;4910.39;19.04;-0.12
6.9975;1277.2;19.64;-0.1
7.25878;1660.15;16.26;-0.46
15.4307;4775.81;32.46;0.28
21.2509;4986.5;11.01;-0.5
10.3032;3768.23;30.81;0.3
15.4826;4956.25;23.45;0.2
11.1349;4818;16.91;-0.42
19.2334;4965.43;34.09;-0.06
19.7613;4977.33;25.71;-0.29
23.7267;4977.11;23.9;0.02
3.63918;150.963;22.59;0
20.1174;4952.68;35.1;-0.16
22.794;4962.07;31.06;-0.37
17.1454;4952.08;38.35;-0.32
14.5074;4957.57;20.69;-0.26
13.7926;4500.42;39.44;0.27
21.7331;4985.96;16.37;-0.32
13.6973;4898.74;40.55;-0.47
23.5137;4982.44;15.27;0.36
21.1855;4982.77;21.52;-0.28
12.2193;4879.64;13.76;0.04
15.818;4851.56;33.61;0.2
11.1885;4333.34;25.8;0.48
25.6136;4868;40.98;-0.26
8.45473;2574.86;27.81;-0.25
20.9234;4986.7;10.6;0.05
11.002;4455.53;20.56;-0.31
19.6538;4935.88;28.54;0.36
6.67492;1021.54;8.01;0.26
5.2259;678.77;40.3;0.5
25.1082;4945.72;24.87;0.37
12.3895;4908.89;12.69;-0.13
3.54502;144.466;32.03;-0.04
11.0351;4513.07;32.03;-0.47
6.08467;784.978;6.38;0.4
8.03799;1887.16;11.57;-0.09
14.743;4798.87;40.68;0.47
9.46221;3169.31;37.88;0.36
3.23202;80.3846;9.85;0.33
24.576;4897.4;36.71;0.4
14.5088;4983.21;6.68;0.46
9.81976;3280.93;11.08;0.11
15.8284;4939.1;29.72;-0.03
7.93316;1818.24;20.2;0.44
11.2954;4304.06;26.18;-0.08
4.62627;403.172;21.86;-0.39
18.0378;4985.94;11.32;0.03
21.7604;4986.95;9.38;0.49
3.4399;172.239;40.01;-0.2
12.3032;4241;44.49;-0.19
20.1175;4939.39;25.97;0.07
24.9639;4761.7;44.3;-0.47
22.357;4985.12;21.3;-0.41
11.2417;4220.15;43.63;0.19
20.7997;4913.14;33.87;0.48
20.3267;4979.3;22.22;-0.34
7.81164;2242.38;23.48;-0.46
4.31656;309.292;31.58;0.38
18.088;4986.19;11.75;-0.34
17.3559;4949.6;36.06;-0.47
10.5565;3832.48;28.98;-0.05
4.8644;560.264;36.74;-0.35
5.73563;786.939;19.81;-0.33
3.31799;135.436;20.13;-0.41
4.18577;223.907;6.14;0.2
10.0578;3945.21;21.46;-0.36
8.7391;2742.92;15.61;-0.35
9.35073;2930.92;20.5;0.07
11.3344;4772.76;5.89;-0.02
23.0947;4959.95;30.71;-0.23
4.91593;449.574;13.34;-0.22
4.66384;403.733;18.36;-0.26
12.2672;4857.9;19.64;-0.33
3.51727;220.616;41.77;-0.43
14.1219;4984.65;10.5;0.09
3.32745;125.54;37.2;0.24
10.7382;3780.56;32.17;0.27
11.6191;4081.45;44.61;0.14
18.2121;4850.35;35.9;0.49
6.18544;892.129;21.66;0
12.3195;4978.39;9.82;0.13
24.0795;4986.92;6.96;-0.14
3.25064;91.1983;20.48;0.15
23.4755;4986.79;9.29;0.35
18.3173;4966.02;30.91;-0.03
4.41568;303.832;16.22;0
4.24335;242.813;9.33;0.02
7.63678;1830.45;13.23;-0.4
11.4064;4760.92;10.18;0.17
23.0435;4986.85;5.21;-0.36
21.4616;4986.81;10.21;-0.36
11.9786;4343.94;34.34;0.35
13.3827;4933.56;22.79;-0.13
23.4756;4978.63;22.72;0.2
19.3727;4986.58;9.85;-0.05
23.1605;4986.59;13.52;-0.06
3.58657;197.985;33.46;-0.47
18.8262;4947.65;33.5;0.4
7.14171;1569.06;26.43;-0.21
5.64572;618.778;8.41;0.23
19.6919;4986.43;7.24;0.28
16.4659;4776.83;44.47;0.47
6.69829;1047.36;13.3;0.11
3.2221;95.5191;25.72;0.36
7.94327;2042.77;36.35;-0.17
21.2943;4986.38;15.13;-0.27
21.8404;4984.75;18.76;0.43
9.28225;2781.5;8.63;0.07
16.8303;4952.19;24.99;0.4
21.7331;4986.77;7.16;-0.44
21.297;4965.01;27.47;0.08
25.6785;4791.48;44.86;0.22
18.3222;4984.61;15.41;-0.22
14.9501;4983.35;13.69;0.16
21.3674;4986.2;16.4;-0.29
7.26598;1653;32.42;0.11
7.70447;2094.12;44.64;-0.19
23.645;4911.88;39.63;0.29
8.80605;2366.27;9.8;0.09
15.7458;4984.5;6.78;0.15
24.4182;4986.57;13.64;-0.37
22.9429;4897.25;43.28;-0.3
15.0934;4796.1;37.63;0.11
9.82071;3475.6;18.41;-0.11
18.2821;4987.25;16.53;-0.1
17.4529;4954.07;35.67;-0.4
24.4712;4914.84;39.57;0.13
8.32804;2382.98;40.02;0.38
21.1614;4922.24;36.49;0.16
21.206;4769.61;44.25;-0.46
16.9166;4985.75;8.66;-0.43
15.3026;4893.69;30.18;-0.09
3.68911;152.676;10.91;0.48
7.18922;1565.63;31.66;-0.21
3.04372;70.6699;12.2;-0.26
22.5264;4985.59;17.84;0
8.24097;2437.52;42.11;-0.21
24.9314;4957.16;31.19;0.13
8.29826;2649.7;27.84;-0.5
11.7515;4970.57;8.57;0.15
4.62742;474.234;33.56;-0.33
17.3048;4986.27;21.05;0.29
19.2035;4909.44;39.37;-0.46
4.49502;385.793;19.51;-0.41
12.2772;4137.52;41.39;0.29
24.044;4951.39;30.84;0.1
9.18786;2680.12;10.25;0.1
5.38124;715.794;40.56;0.49
20.8321;4928.98;32.23;-0.01
15.0197;4696.05;38.38;0.46
12.4261;4443.78;34.78;0.12
14.1973;4778.45;33.75;0.42
8.64365;2808.05;42.11;-0.33
8.06307;1996.27;27.68;0
15.2373;4985.21;17.25;-0.14
20.9547;4954.36;29.7;-0.39
14.9854;4867.56;33.73;0.04
8.61233;2235.25;10.56;0.47
6.62894;1112.25;20.22;-0.05
18.9847;4975.65;29.34;-0.37
20.0645;4986.87;11.83;0.43
20.9154;4969.43;26.49;0.15
20.3573;4987.07;9.81;-0.19
12.6914;4348.59;42.72;-0.14
15.3689;4631.12;40.26;0.06
17.7506;4986.26;13.83;-0.3
13.35;4825.55;25.78;-0.45
8.59433;2294.94;20.75;0.36
5.88455;870.652;40.6;0
4.48068;449.954;38.73;-0.41
23.8654;4984.58;14.75;0
13.8104;4982.39;6.36;0.4
15.4478;4984.22;9.26;-0.39
22.5519;4986.11;14.45;0.41
13.5143;4664.57;33.75;0.43
5.88348;769.132;23.73;0.05
19.1727;4801.13;44.97;0.27
10.9065;4393.56;7.18;0.07
22.1906;4984.08;17.89;0.41
24.5305;4986.85;7.61;-0.42
7.12427;1609.5;43.11;0.22
11.0895;3874.56;44.95;0.36
6.98559;1344.5;36.27;0.35
14.7807;4981.58;21.84;-0.45
3.2558;101.619;26.23;0.38
15.3072;4984.19;21.55;-0.49
9.70506;3837.02;37.2;-0.49
25.0505;4985.51;15.57;0.08
18.8518;4966.84;31.04;-0.24
23.025;4920.23;34.35;-0.42
23.8058;4842.5;42.67;-0.04
3.99996;208.601;13.32;0.45
9.39271;2980.07;37.43;0.45
20.635;4964.34;29.34;-0.1
5.19623;627.048;44.68;-0.16
3.89378;220.468;38.86;0.25
8.34836;2506.5;24.83;-0.41
17.8071;4984.77;21.92;-0.29
20.9287;4961.43;25.53;-0.49
8.69047;2588.97;25.6;-0.17
21.5377;4985.8;16.57;-0.14
7.9904;2053.66;28.61;0.24
16.1877;4827.91;40.07;-0.11
18.3765;4986.05;17.69;0.05
6.16549;842.206;10.63;-0.06
5.42755;697.355;37.4;-0.12
17.0063;4985.23;12.3;-0.43
19.1136;4964.01;24.06;-0.3
9.75238;3671.51;33.75;-0.45
13.0145;4397.38;41.96;0.12
11.8735;4980.32;6.29;-0.4
16.8449;4983.9;14.21;0.3
6.71996;1096.85;17.58;0.07
8.47406;2366.64;27.19;-0.13
6.06609;1157.94;39.08;-0.37
5.88408;974.226;41.71;-0.16
18.5951;4908.51;39.85;-0.02
4.18908;279.847;25.33;-0.24
19.5625;4976.45;25.96;0.15
23.0556;4982.26;17.56;0.48
13.5159;4695.62;29.24;0.4
8.42316;2182.21;12.66;-0.08
17.2164;4985.43;9.08;-0.38
4.38049;368.223;36.64;-0.26
11.1919;4470.78;10.43;0.16
3.87459;260.415;25.46;-0.5
5.93578;808.911;33.16;0.29
12.7267;4977.61;14.51;-0.39
10.181;3669.67;45;0.21
17.8783;4882.55;42.81;-0.23
14.3962;4958.78;19.43;0.47
9.22655;3036.08;13.89;-0.2
17.3706;4919.14;38.72;0.11
19.6168;4979.19;26;-0.45
20.2599;4986.46;7.61;0.39
10.9374;4428.39;20.04;-0.22
19.8801;4987.2;13.24;-0.26
14.7901;4984.68;14.64;0.26
22.9339;4929.05;38.43;-0.45
18.1088;4884.05;38.06;-0.24
9.26736;3439.92;34.69;-0.4
8.89173;2891.01;17.86;-0.33
7.94417;1805.97;15.08;0.05
12.958;4801.59;18.69;0.26
11.9093;4833.57;11.5;0.33
22.8626;4986.88;6.31;-0.37
18.583;4986.76;10.24;-0.12
16.0016;4973.94;20.09;0.03
5.23616;671.011;39.77;-0.3
19.4405;4986.11;25.09;0
6.57263;1069.69;28.19;0.27
14.9288;4985.98;21.07;-0.27
9.04029;3273.35;37.76;-0.45
18.4637;4985.79;17.54;-0.27
15.8889;4934.66;28.38;0.26
13.0406;4813.47;23.32;-0.13
3.63477;184.52;32.64;-0.09
12.3258;4328.3;42.66;0.16
21.4728;4982.78;17.95;-0.29
20.5547;4951.75;27.36;0.19
21.0643;4986.17;17.39;-0.09
15.6539;4699.69;36.04;-0.28
11.8612;4560.06;16.02;0.46
9.92781;3469.46;29.78;0.42
12.1405;4825.74;17;0.33
10.8362;3886.17;40.92;0.03
18.5743;4923.94;42.46;0.39
23.6202;4961.33;26.33;0.35
12.2863;4892.01;15.36;0.49
12.1944;4561.64;38.11;-0.11
10.4577;3791.6;24.28;0.31
7.81683;1803.58;21.06;-0.01
14.8551;4784.99;33.52;0.36
24.5747;4904.1;38;0.06
23.0951;4934.03;41.12;-0.01
23.3361;4872.54;43.39;-0.35
15.8171;4750.61;36.75;-0.1
19.2184;4986.53;5.87;-0.07
18.1028;4986.66;12.84;-0.48
5.01154;527.706;36.12;0.35
19.4861;4927.75;35.64;-0.26
21.6487;4985.52;19.72;-0.38
7.89581;1764.16;25.35;0.27
10.7554;3551.04;37.93;0.19
10.7332;3932.92;23.73;0.46
13.8359;4749.39;36.52;-0.43
7.98813;2311.47;41.1;-0.15
14.0248;4464.66;38.52;0.48
10.8038;4497.56;20.99;-0.4
7.6868;1886.07;43.51;-0.05
7.98675;1925.29;25.17;0.35
22.245;4986.7;5.54;-0.5
19.9214;4983.26;21.01;-0.46
13.4323;4984.4;10.83;-0.37
17.0147;4965.3;31.97;0.13
7.49042;1523.87;19.02;0.04
9.9451;3680.28;30.1;-0.08
21.4094;4987.19;9.23;0.22
13.4463;4954.48;18.29;0.01
17.3834;4954.61;26.78;0.41
5.37148;652.536;18.27;-0.28
17.252;4985.6;6.01;-0.4
6.71632;1160.41;12.79;-0.23
24.2556;4986.94;12.39;0.05
6.77765;1566.96;37.82;-0.36
4.487;389.126;35.45;-0.01
12.2115;4600.97;24.2;0.25
24.8361;4967.69;29.65;-0.22
4.32512;399.866;43.97;-0.21
12.4868;4909.45;14.43;0.44
15.99;4985.26;14.39;-0.44
3.80289;210.903;19.19;-0.35
24.1882;4949.57;28.45;0.39
24.8499;4981.4;18.39;0.32
5.03532;551.809;26;0.13
9.2787;3330.72;20.56;-0.33
21.9628;4848.24;34.78;0.47
21.9655;4777.13;44.96;0.03
24.9107;4974.04;24.34;0.26
4.85268;445.834;25.5;-0.08
24.7327;4984.56;12.36;0.31
14.6715;4932.82;20.36;-0.27
9.72813;3784.47;5.21;-0.41
22.5007;4987;15.64;0.47
9.7419;3255.47;11.39;0.06
7.11196;1520.21;10.54;-0.43
21.7108;4863.48;44.77;0.44
6.87508;1280.57;25.8;-0.03
15.8065;4984.45;10.11;0.19
14.3943;4977.85;17.64;0.41
22.4916;4842.09;42.77;0.2
23.0464;4965.21;23.66;-0.2
7.94008;2260.67;31.43;-0.42
10.1545;3876.43;31.38;-0.39
16.3411;4986.19;20.75;-0.12
7.88455;2093.13;20.89;-0.4
3.5524;154.928;14.31;-0.33
5.02057;485.043;28.98;0
14.2524;4971.2;21.06;-0.49
18.5644;4986.04;10.57;-0.38
3.73361;194.629;39;0.12
9.34149;3031.37;33.38;-0.07
13.4328;4391.35;42.49;0.38
13.3058;4983.51;6.94;-0.05
8.40289;2678.72;32.41;-0.43
13.6327;4951.47;23.7;-0.12
19.6895;4985.6;13.59;-0.11
15.0727;4985.08;14.93;0.32
3.80302;169.467;6.97;0.48
5.97891;918.615;20.27;-0.31
8.86879;3110.45;34.37;-0.4
15.4595;4810.39;41.56;-0.33
24.2602;4985.4;19.02;0.08
13.4908;4935.2;20.92;-0.25
6.91002;1262.24;35.67;0.3
6.35438;1130.68;31.88;0.01
11.8245;4621.12;19.61;0.39
17.9155;4851.34;39.68;-0.48
13.6297;4631.91;44.51;-0.21
19.517;4986.37;6.74;0.44
19.8117;4848.99;41.34;-0.28
5.85664;803.592;25.63;0.31
22.6512;4956.17;26.82;0.27
5.25216;559.576;24.49;0.42
3.69655;209.503;36.99;-0.19
19.714;4945.9;28.19;-0.4
10.6128;4039.11;12.38;0.17
8.05939;1784.28;7.94;0.22
13.7279;4881.94;39.14;-0.4
4.44958;310.41;18.86;0.34
8.66875;2809.84;41.6;-0.42
5.01623;585.906;21.17;-0.49
13.5157;4763.71;31.96;0.42
19.1373;4976.02;26.45;-0.35
16.0637;4928.08;33.99;-0.39
10.9662;4294.2;24.96;-0.04
24.6441;4986.71;13.56;-0.26
14.871;4530.04;37.22;-0.1
17.7215;4866.02;37.69;0.24
9.0184;2774.46;18.32;0.03
9.7869;3340.62;18.72;0.04
5.59166;878.861;42.91;-0.28
24.7041;4987;6.07;0.12
25.0826;4934.37;27.85;0.06
17.2501;4982.05;17.13;0.08
6.50053;1231.17;26.46;-0.33
16.6055;4731.3;44.75;0.39
20.3653;4820.73;43.49;-0.06
15.16;4818.48;38.15;-0.3
10.175;3630.31;16.18;0.36
14.0172;4449.97;41.69;-0.05
8.22872;2152.48;12.47;-0.24
6.14005;895.288;13.48;-0.23
21.5671;4958.78;36.32;0.35
16.0306;4985.31;11.88;-0.24
6.39726;1066.22;37.96;0.36
21.9135;4962.18;28.39;-0.08
21.8987;4826.95;44.12;-0.31
20.7832;4978.68;22.86;0.27
23.814;4891.91;32.47;0.18
3.68328;189.374;32.27;0.36
3.58496;140.448;5.1;-0.21
18.005;4983.12;23.68;0.04
14.7648;4689.42;31.72;0.34
12.2371;4872.95;21.17;-0.42
14.2757;4964.96;14.13;0.48
4.27728;262.41;15.32;0.07
24.1072;4961.15;24.39;0.03
8.29662;2583.8;42.53;-0.39
19.8017;4985.63;15.64;-0.28
24.5196;4889.87;41.27;-0.46
24.2615;4981.67;18.09;-0.34
15.4566;4966.47;25.81;-0.21
4.56695;340.388;14.82;0.49
6.33411;1220.72;41.84;0.29
12.9068;4976.29;7.78;0.36
21.3386;4986.55;5.43;-0.49
12.6149;4417.75;30.15;0.31
6.80693;1137.25;15.12;0.27
19.6148;4986.7;10.69;-0.19
7.17919;1685.21;41.21;0.21
19.4057;4962.61;24.03;0.36
12.6389;4600.16;41.68;0.3
4.97749;470.781;22.7;0.04
7.93289;1897.23;22.94;0.47
8.02396;2192.71;30.98;-0.21
9.4938;3421.14;25.11;-0.29
17.8485;4816.84;41.55;-0.46
8.79741;2336.55;7.92;0.38
21.4872;4986.33;5.82;-0.31
18.9368;4928.14;41.3;-0.18
12.062;4157.74;44.64;-0.08
8.01867;1800.97;5.97;0.49
13.2992;4980.43;11.67;0.25
7.75427;1587.47;7.82;0.24
22.025;4972.67;26.72;-0.47
13.9618;4755.02;34.57;-0.1
24.5796;4986.29;7.86;-0.49
9.68819;3333.24;5.26;-0.17
5.27262;593.31;18.88;-0.3
6.76682;1239.22;31.41;0.01
3.64887;191.921;37.87;0.1
6.23374;848.595;9.69;0.09
22.4928;4973.9;30.01;0.07
9.33869;3205.08;19.57;-0.2
4.60578;347.008;15.67;-0.09
11.0749;4309.05;41.56;-0.36
4.99191;471.33;27.66;0.27
14.7617;4984.75;11.93;-0.42
9.31905;2959.44;21.28;0.44
6.6212;1251.73;40.84;0.22
14.9226;4984.39;8.88;-0.33
13.3814;4436.5;36.57;0.18
21.2966;4986.96;13.98;-0.25
3.43055;134.988;26.92;-0.17
19.5178;4859.24;43.36;-0.5
13.6452;4951.65;26.42;-0.48
8.90864;2522.85;17.02;0.47
15.1204;4874.69;27.16;0.01
6.229;865.975;14.81;0.19
22.2426;4985.49;15.98;-0.24
9.00591;2656.19;19.03;0.09
11.8129;4943.7;7.3;0.07
5.16646;559.194;10.66;-0.34
19.0177;4986.26;19.23;0.04
21.743;4987.43;13.5;-0.16
7.87897;2293.15;32.84;-0.48
19.4825;4986.4;6.91;0.09
21.061;4835.03;40.88;0
8.80949;3117.37;22.26;-0.49
18.0526;4984.88;12.92;0.41
10.2867;3547.62;42.42;0.24
4.92644;410.989;14.68;0.18
13.6972;4654.47;31.37;0.13
9.67294;3450.05;21.96;-0.19
17.628;4941.76;33.84;-0.17
18.5077;4986.09;16.8;0.37
6.55057;1118.43;14.75;-0.24
5.82972;819.451;40.59;-0.12
17.4669;4920.83;32.36;0.22
15.534;4982.75;14.16;0.5
9.03211;2834.44;33.65;0.45
11.5547;4855.58;14.07;-0.27
5.52129;664.715;25.91;-0.08
22.0993;4986.76;7.19;0.15
8.61117;2569.73;12.37;-0.35
3.52708;145.555;31.85;0.02
8.36204;2247.49;24.7;-0.11
4.59213;336.139;17.17;0.38
19.8663;4983.39;16.55;0.31
5.36945;576.733;17.95;0.41
9.389;2879.29;13.02;0.17
10.9226;4643.85;11.31;-0.25
24.0744;4985.52;15.65;-0.45
12.5747;4518.23;38.7;0.12
22.1659;4946.65;35.63;-0.19
12.6331;4200.68;40.35;0.3
21.2174;4986.7;6.27;-0.4
19.7925;4979.06;24.59;-0.08
7.51057;1603.25;22.73;-0.08
19.8178;4861.79;32.39;0.46
8.16201;2075.55;29.82;0.42
19.1719;4983.25;25.38;-0.41
21.4108;4986.85;5.01;0.05
3.99704;204.983;13.75;0.43
19.6515;4971.31;21.32;0.43
15.3443;4984.89;12.02;0.19
18.5757;4901.81;39.88;0.04
8.56666;2631.39;17.84;-0.37
14.9695;4985.48;9.86;-0.07
17.9948;4986.65;18.64;-0.25
25.2487;4981.69;20.29;-0.34
11.5369;4217.75;23.51;0.26
23.1909;4843.82;44.5;0.33
17.2506;4973.43;25.29;0.48
15.0257;4971.16;21.64;0.35
22.3243;4986.45;15.99;-0.06
5.07909;583.529;29.3;-0.33
10.8592;4214.16;12.76;0.12
12.3679;4946.35;12.97;-0.47
13.1355;4961.83;16.44;-0.24
16.2595;4979.78;25.73;-0.27
17.0746;4984.63;8.67;0.22
13.6617;4658.8;42.66;-0.04
13.491;4969.22;16.28;0.12
3.35623;109.268;7.67;-0.25
10.1596;3947.54;31.56;-0.33
11.2821;4194.58;40.11;-0.41
13.5643;4908.54;26.04;0.34
3.86778;182.968;16.4;0.31
18.8396;4705.57;43.45;0.45
22.4281;4869.15;33.88;0.35
20.5952;4981.99;21.57;0.05
9.49214;3272.9;31.77;-0.25
9.0406;2668.6;17.31;0.24
14.9382;4984.36;20.46;-0.48
5.04969;461.43;21.53;0.03
4.07647;207.833;9.89;0.15
15.7907;4983.25;15.99;0.24
15.5489;4948.88;25.26;0.18
17.6519;4870.34;37.76;0.01
19.8916;4970.56;32.44;-0.44
22.5897;4981.97;21.88;0.01
23.0819;4982.37;20.84;-0.33
7.83944;1832.88;33.38;0.42
13.3412;4960.8;14.88;-0.35
8.66782;2433.66;6.88;-0.21
18.4692;4834.41;37.83;0.39
11.0586;4229.48;24.93;-0.12
15.1286;4984.5;8.44;0.41
12.2056;4678.88;37;-0.13
15.7064;4984.25;10.33;0.03
20.1129;4986.88;7.61;-0.15
15.5925;4897.74;37;-0.21
14.824;4982.6;13.99;-0.21
21.4993;4986.17;14.88;0.17
3.54811;127.158;11.41;-0.08
6.1713;896.202;24.13;0.43
13.147;4983.04;10.96;0.33
24.1632;4986.94;5.73;-0.34
21.3907;4914.85;31.4;0.43
4.74946;479.269;35.63;-0.34
21.2765;4967.05;26.58;0.14
23.8524;4975.44;22.93;0.34
23.2685;4986.71;7.98;-0.01
14.8607;4965.92;19.95;0.23
9.43313;3296.6;25.36;-0.31
13.9209;4935.18;30.34;-0.29
23.6092;4986.23;15.54;-0.09
22.2801;4916;34.68;-0.04
21.2585;4985.94;8.43;0.3
9.36583;2781.89;6.84;0.29
14.162;4573.86;43.45;-0.06
12.2767;4963.89;12.63;-0.25
17.9011;4986.27;9.14;0.27
23.1698;4977.7;23.34;-0.21
21.3627;4971.23;29.57;-0.3
18.4951;4962.91;27.06;0.16
12.9884;4402.67;39.03;-0.28
21.441;4983.71;18.88;0.5
12.2114;4041.43;34.99;0.44
